1.439182949066162109e+01
1.584207201004028320e+01
3.530229330062866211e+01
3.691833138465881348e+01
3.874637269973754883e+01
4.030224514007568359e+01
5.977630138397216797e+01
6.139277720451354980e+01
6.325083923339843750e+01
6.479186725616455078e+01
8.429573369026184082e+01
8.591202068328857422e+01
