8.715653758002975260e-02,1.146055090309034373e-02,9.961287033963326376e-01,5.092343945101763580e+01
9.961946268676644678e-01,-9.445199125323839673e-04,-8.715143878404818523e-02,5.583008713803248035e+00
-5.794010465924504698e-05,9.999338796416156194e-01,-1.149926031585367381e-02,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.715653758002975260e-02,-7.540139696989987816e-02,9.933369857666877190e-01,5.092343945101763580e+01
9.961946268676644678e-01,6.654822649643942281e-03,-8.690212158225284200e-02,5.583008713803248035e+00
-5.794010465924504698e-05,9.971310559151640440e-01,7.569447782008219272e-02,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.715653758002975260e-02,9.823527706363821554e-02,9.913392801141753807e-01,5.092343945101763580e+01
9.961946268676644678e-01,-8.536674107857623178e-03,-8.673748091321940856e-02,5.583008713803248035e+00
-5.794010465924504698e-05,9.951266027674101622e-01,-9.860548213734267320e-02,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.098590193617654620e+01
1.000000000000000000e+00,-2.710807821975810963e-15,0.000000000000000000e+00,2.058007859066754719e+01
2.710807821975810963e-15,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-8.715574274765816587e-02,9.961946980917455452e-01,5.098590193617654620e+01
1.000000000000000000e+00,-2.700492379797935441e-15,-2.362624691704633225e-16,2.058007859066754719e+01
2.710807821975810963e-15,9.961946980917455452e-01,8.715574274765816587e-02,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,8.715574274765816587e-02,9.961946980917455452e-01,5.098590193617654620e+01
1.000000000000000000e+00,-2.700492379797935441e-15,2.362624691704633225e-16,2.058007859066754719e+01
2.710807821975810963e-15,9.961946980917455452e-01,-8.715574274765816587e-02,3.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
