movl,0,45.504,972.8756,356.6707,180.0,-0.0,90.0,100
movl,0,45.504,972.8756,255.96,180.0,-0.0,90.0,100
movl,0,45.504,972.8756,255.96,180.0,-0.0,90.0,100
movl,0,45.504,972.8756,255.96,180.0,-0.0,90.0,100
movl,0,45.504,972.8756,255.96,180.0,-0.0,90.0,100
movl,0,45.504,957.8756,255.96,180.0,-0.0,90.0,100
movl,0,45.504,942.8756,255.96,180.0,-0.0,90.0,100
movl,0,45.504,927.8732,255.96,180.0,-0.0,90.0,100
movl,0,45.504,924.5423,255.96,180.0,-0.0,90.0,100
movl,0,45.504,924.5423,255.96,180.0,-0.0,90.0,100
movl,0,45.504,924.5423,255.96,180.0,-0.0,90.0,100
movl,0,45.504,924.5423,255.96,180.0,-0.0,90.0,100
movl,0,45.504,924.5423,356.6707,180.0,-0.0,90.0,100
movl,0,37.154,923.7173,356.6707,180.0,-0.0,90.0,100
movl,0,37.154,923.7173,255.96,180.0,-0.0,90.0,100
movl,0,37.154,923.7173,255.96,180.0,-0.0,90.0,100
movl,0,37.154,923.7173,255.96,180.0,-0.0,90.0,100
movl,0,37.154,923.7173,255.96,180.0,-0.0,90.0,100
movl,0,37.154,927.0482,255.96,180.0,-0.0,90.0,100
movl,0,37.154,942.0506,255.96,180.0,-0.0,90.0,100
movl,0,37.154,957.0506,255.96,180.0,-0.0,90.0,100
movl,0,37.154,972.0506,255.96,180.0,-0.0,90.0,100
movl,0,37.154,972.0506,255.96,180.0,-0.0,90.0,100
movl,0,37.154,972.0506,255.96,180.0,-0.0,90.0,100
movl,0,37.154,972.0506,255.96,180.0,-0.0,90.0,100
movl,0,37.154,972.0506,356.6707,180.0,-0.0,90.0,100
movl,0,28.804,972.8923,356.6707,180.0,-0.0,90.0,100
movl,0,28.804,972.8923,255.96,180.0,-0.0,90.0,100
movl,0,28.804,972.8923,255.96,180.0,-0.0,90.0,100
movl,0,28.804,972.8923,255.96,180.0,-0.0,90.0,100
movl,0,28.804,972.8923,255.96,180.0,-0.0,90.0,100
movl,0,28.804,957.8923,255.96,180.0,-0.0,90.0,100
movl,0,28.804,942.8923,255.96,180.0,-0.0,90.0,100
movl,0,28.804,927.8899,255.96,180.0,-0.0,90.0,100
movl,0,28.804,924.559,255.96,180.0,-0.0,90.0,100
movl,0,28.804,924.559,255.96,180.0,-0.0,90.0,100
movl,0,28.804,924.559,255.96,180.0,-0.0,90.0,100
movl,0,28.804,924.559,255.96,180.0,-0.0,90.0,100
movl,0,28.804,924.5589,356.6707,180.0,-0.0,90.0,100
movl,0,20.454,923.7339,356.6707,180.0,-0.0,90.0,100
movl,0,20.454,923.734,255.96,180.0,-0.0,90.0,100
movl,0,20.454,923.734,255.96,180.0,-0.0,90.0,100
movl,0,20.454,923.734,255.96,180.0,-0.0,90.0,100
movl,0,20.454,923.734,255.96,180.0,-0.0,90.0,100
movl,0,20.454,927.0649,255.96,180.0,-0.0,90.0,100
movl,0,20.454,942.0673,255.96,180.0,-0.0,90.0,100
movl,0,20.454,957.0673,255.96,180.0,-0.0,90.0,100
movl,0,20.454,972.0673,255.96,180.0,-0.0,90.0,100
movl,0,20.454,972.0673,255.96,180.0,-0.0,90.0,100
movl,0,20.454,972.0673,255.96,180.0,-0.0,90.0,100
movl,0,20.454,972.0673,255.96,180.0,-0.0,90.0,100
movl,0,20.454,972.0673,356.6707,180.0,-0.0,90.0,100
movl,0,12.104,972.9089,356.6707,180.0,-0.0,90.0,100
movl,0,12.104,972.909,255.96,180.0,-0.0,90.0,100
movl,0,12.104,972.909,255.96,180.0,-0.0,90.0,100
movl,0,12.104,972.909,255.96,180.0,-0.0,90.0,100
movl,0,12.104,972.909,255.96,180.0,-0.0,90.0,100
movl,0,12.104,957.909,255.96,180.0,-0.0,90.0,100
movl,0,12.104,942.909,255.96,180.0,-0.0,90.0,100
movl,0,12.104,927.9065,255.96,180.0,-0.0,90.0,100
movl,0,12.104,924.5756,255.96,180.0,-0.0,90.0,100
movl,0,12.104,924.5756,255.96,180.0,-0.0,90.0,100
movl,0,12.104,924.5756,255.96,180.0,-0.0,90.0,100
movl,0,12.104,924.5756,255.96,180.0,-0.0,90.0,100
movl,0,12.104,924.5756,356.6707,180.0,-0.0,90.0,100
