1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.250001180172080728e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.349999999999999645e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.250001180172080728e-01
0.000000000000000000e+00,8.715574274765816587e-02,-9.961946980917455452e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.961946980917455452e-01,8.715574274765816587e-02,8.349999999999999645e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.250001180172080728e-01
0.000000000000000000e+00,-8.715574274765816587e-02,-9.961946980917455452e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.961946980917455452e-01,-8.715574274765816587e-02,8.349999999999999645e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.227744084427840507e-16,0.000000000000000000e+00,4.915833373308179688e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
-2.227744084427840507e-16,1.000000000000000000e+00,0.000000000000000000e+00,8.349999999999999645e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.219266845612264624e-16,1.941606903300101372e-17,4.915833373308179688e+01
0.000000000000000000e+00,8.715574274765816587e-02,-9.961946980917455452e-01,0.000000000000000000e+00
-2.227744084427840507e-16,9.961946980917455452e-01,8.715574274765816587e-02,8.349999999999999645e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.219266845612264624e-16,-1.941606903300101372e-17,4.915833373308179688e+01
0.000000000000000000e+00,-8.715574274765816587e-02,-9.961946980917455452e-01,0.000000000000000000e+00
-2.227744084427840507e-16,9.961946980917455452e-01,-8.715574274765816587e-02,8.349999999999999645e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.027141759100477604e-16,0.000000000000000000e+00,4.998333396911620952e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
